No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,cluster
27779,2016,5,1,10,235.0,235.0,23.0,44.0,1600.0,119.0,22.5,992.4,14.6,0.0,S,1.6,Dingling,3
27780,2016,5,1,11,243.0,243.0,21.0,39.0,1600.0,143.0,24.3,992.1,15.2,0.0,NNE,1.3,Dingling,3
27781,2016,5,1,12,218.0,218.0,19.0,39.0,1600.0,168.0,25.6,991.7,15.6,0.0,SSE,2.0,Dingling,3
27782,2016,5,1,13,213.0,213.0,21.0,34.0,1700.0,202.0,26.1,991.2,15.8,0.0,S,1.4,Dingling,3
27783,2016,5,1,14,227.0,227.0,26.0,36.0,2000.0,219.0,26.6,990.8,15.6,0.0,ESE,2.2,Dingling,3
27784,2016,5,1,15,229.0,229.0,29.0,38.0,2100.0,244.0,27.7,989.9,15.4,0.0,ESE,1.7,Dingling,3
27785,2016,5,1,16,233.0,233.0,27.0,40.0,2400.0,280.0,27.3,989.2,15.3,0.0,ESE,2.0,Dingling,3
27786,2016,5,1,17,243.0,253.0,27.0,40.0,2700.0,292.0,26.7,989.3,15.7,0.0,E,1.2,Dingling,3
27787,2016,5,1,18,227.0,230.0,20.0,40.0,2600.0,245.0,25.9,989.4,16.2,0.0,NW,0.7,Dingling,3
27788,2016,5,1,19,218.0,218.0,15.0,34.0,2600.0,217.0,24.9,990.4,16.3,0.0,NE,1.7,Dingling,3
27789,2016,5,1,20,237.0,237.0,13.0,35.0,2600.0,226.0,24.4,991.9,16.4,0.0,WNW,1.4,Dingling,3
27790,2016,5,1,21,225.0,225.0,13.0,37.0,2400.0,202.0,23.9,994.2,17.2,0.0,W,1.7,Dingling,3
27791,2016,5,1,22,197.0,197.0,6.0,38.0,2100.0,135.0,21.2,993.1,17.8,0.8,N,2.0,Dingling,3
27800,2016,5,2,7,82.0,203.0,2.0,2.0,200.0,95.0,15.5,1000.6,6.5,0.3,NNW,4.3,Dingling,3
27801,2016,5,2,8,96.0,239.0,2.0,2.0,200.0,88.0,15.6,1001.8,6.8,0.0,NNW,3.1,Dingling,3
27840,2016,5,3,23,302.0,302.0,2.0,17.0,200.0,55.0,16.2,994.6,-1.0,0.0,SSW,0.7,Dingling,3
27843,2016,5,4,2,243.0,243.0,2.0,7.0,200.0,66.0,12.5,995.9,-0.8,0.0,NW,1.5,Dingling,3
27848,2016,5,4,7,184.0,184.0,2.0,20.0,500.0,43.0,15.2,997.6,-1.4,0.0,NNW,0.7,Dingling,3
27849,2016,5,4,8,253.0,253.0,3.0,19.0,500.0,50.0,19.7,998.1,-0.9,0.0,NNW,2.0,Dingling,3
27850,2016,5,4,9,240.6875,176.0,4.0,14.0,400.0,70.0,23.6,998.0,-3.7,0.0,S,0.9,Dingling,3
27851,2016,5,4,10,228.375,99.0,3.0,14.0,400.0,79.0,22.9,997.7,1.8,0.0,ESE,2.2,Dingling,3
27852,2016,5,4,11,216.0625,93.42857142857144,2.0,17.0,300.0,78.0,24.2,997.5,1.1,0.0,ESE,2.4,Dingling,3
27853,2016,5,4,12,203.75,87.85714285714286,2.0,14.0,300.0,98.0,24.9,996.7,-1.8,0.0,SSE,2.7,Dingling,3
27854,2016,5,4,13,191.4375,82.28571428571428,2.0,21.0,300.0,104.0,26.7,995.5,-0.4,0.0,ESE,2.9,Dingling,3
27887,2016,5,5,22,35.0,321.0,2.0,2.0,200.0,109.0,20.4,999.1,-11.1,0.0,WNW,3.5,Dingling,3
27888,2016,5,5,23,128.0,811.0,2.0,2.0,200.0,107.0,19.1,999.3,-12.1,0.0,WNW,4.0,Dingling,3
27889,2016,5,6,0,295.0,815.25,2.0,2.0,100.0,98.0,18.0,1000.7,-9.9,0.0,NW,3.2,Dingling,3
27890,2016,5,6,1,358.0,819.5,2.0,2.0,100.0,87.0,17.6,1000.8,-8.6,0.0,NW,4.7,Dingling,3
27891,2016,5,6,2,297.0,823.75,2.0,2.0,100.0,84.0,17.1,1000.9,-7.4,0.0,NW,6.4,Dingling,3
27892,2016,5,6,3,179.0,828.0,2.0,2.0,200.0,89.0,15.9,1001.8,-5.8,0.0,NNW,2.7,Dingling,3
27893,2016,5,6,4,63.0,225.0,2.0,2.0,200.0,95.0,14.6,1002.7,-4.7,0.0,W,2.8,Dingling,3
27956,2016,5,8,19,111.0,162.0,15.0,32.0,800.0,168.0,22.9,999.5,8.9,0.0,SSE,4.1,Dingling,3
28017,2016,5,11,8,145.0,163.0,8.0,35.0,1000.0,93.0,19.5,994.6,13.2,0.0,ESE,2.6,Dingling,3
28018,2016,5,11,9,151.0,163.0,11.0,38.0,1100.0,100.0,20.5,993.9,13.7,0.0,SSE,2.1,Dingling,3
28019,2016,5,11,10,159.0,161.0,12.0,40.0,1100.0,110.0,21.9,993.4,14.0,0.0,SE,2.3,Dingling,3
28020,2016,5,11,11,162.0,165.0,9.0,41.0,1150.0,118.0,22.5,993.1,14.1,0.0,S,1.4,Dingling,3
28021,2016,5,11,12,173.0,173.0,9.0,40.0,1200.0,130.0,22.8,992.1,13.8,0.0,S,2.4,Dingling,3
28022,2016,5,11,13,182.0,182.0,10.0,38.0,1250.0,155.0,23.3,991.2,14.3,0.0,E,1.9,Dingling,3
28023,2016,5,11,14,198.0,198.0,9.0,37.0,1300.0,177.0,23.3,990.6,14.8,0.0,ESE,1.4,Dingling,3
28024,2016,5,11,15,198.0,198.0,20.0,36.0,1266.6666666666667,170.0,24.0,990.4,15.0,0.0,ENE,1.8,Dingling,3
28025,2016,5,11,16,178.0,178.0,21.0,32.0,1233.3333333333333,167.0,24.5,989.4,15.4,0.0,SE,1.7,Dingling,3
28026,2016,5,11,17,191.0,191.0,22.0,35.0,1200.0,190.0,24.6,989.5,15.2,0.0,S,1.6,Dingling,3
28027,2016,5,11,18,194.0,195.0,22.0,37.0,1300.0,185.0,24.3,989.1,15.5,0.0,SSE,0.8,Dingling,3
28028,2016,5,11,19,174.0,174.0,19.0,31.0,1200.0,169.0,23.3,988.8,15.6,0.0,NNE,1.8,Dingling,3
28029,2016,5,11,20,174.0,174.0,18.0,29.0,1100.0,173.0,23.1,989.4,15.4,0.0,NNE,2.6,Dingling,3
28030,2016,5,11,21,173.0,173.0,18.0,30.0,1100.0,154.0,22.9,989.4,15.5,0.0,ENE,1.4,Dingling,3
28031,2016,5,11,22,168.0,168.0,17.0,31.0,1100.0,151.0,22.6,990.5,16.2,0.1,WNW,1.9,Dingling,3
28032,2016,5,11,23,172.0,172.0,15.0,40.0,1100.0,97.0,19.9,989.3,18.2,2.4,ESE,0.6,Dingling,3
28033,2016,5,12,0,156.0,156.0,14.0,33.0,1100.0,106.0,19.8,989.7,18.1,0.0,SW,0.9,Dingling,3
28034,2016,5,12,1,146.0,146.0,14.0,34.0,1000.0,114.0,19.8,989.8,18.6,0.3,NNW,1.7,Dingling,3
28211,2016,5,19,10,117.0,154.0,2.0,35.0,500.0,221.0,23.9,1006.0,12.8,0.0,ESE,2.5,Dingling,3
28311,2016,5,23,14,108.0,179.0,2.0,30.0,800.0,135.0,24.0,998.4,11.0,0.0,S,2.1,Dingling,3
28312,2016,5,23,15,104.0,183.0,2.0,41.0,700.0,500.0,17.4,999.0,15.7,4.3,W,3.7,Dingling,3
28413,2016,5,27,20,72.0,200.0,2.0,26.0,800.0,176.0,24.4,998.4,11.7,0.0,SSE,1.7,Dingling,3
28414,2016,5,27,21,87.0,193.0,2.0,29.0,1000.0,142.0,23.6,998.9,11.3,0.0,E,1.3,Dingling,3
28482,2016,5,30,17,103.0,212.0,12.0,44.0,1100.0,356.0,33.3,990.9,15.3,0.0,ESE,2.3,Dingling,3
28483,2016,5,30,18,97.0,201.0,11.0,35.0,1000.0,356.0,33.0,990.8,15.5,0.0,ESE,1.8,Dingling,3
28484,2016,5,30,19,97.0,181.0,10.0,34.0,1000.0,313.0,31.7,991.3,15.6,0.0,ESE,2.5,Dingling,3
28485,2016,5,30,20,100.0,199.0,7.0,37.0,1000.0,260.0,30.4,991.5,16.0,0.0,E,1.4,Dingling,3
28487,2016,5,30,22,108.0,186.0,10.0,35.0,1100.0,298.0,28.0,992.7,16.0,0.0,ENE,1.3,Dingling,3
28488,2016,5,30,23,112.0,181.0,9.0,31.0,1000.0,284.0,27.2,992.8,16.5,0.0,NE,0.8,Dingling,3
28489,2016,5,31,0,116.0,174.0,9.0,33.0,1000.0,249.0,26.9,993.0,16.8,0.0,ENE,1.6,Dingling,3
28490,2016,5,31,1,116.0,160.0,8.0,30.0,1000.0,226.0,25.4,993.2,17.1,0.0,W,0.6,Dingling,3
28491,2016,5,31,2,116.0,162.0,5.0,33.0,1000.0,191.0,25.0,993.5,16.7,0.0,SE,0.4,Dingling,3
28492,2016,5,31,3,115.0,166.0,5.0,34.0,900.0,194.0,24.4,994.2,17.1,0.0,WSW,0.7,Dingling,3
28505,2016,5,31,16,28.0,269.0,13.0,25.0,1000.0,93.0,25.4,1001.4,5.6,0.0,SW,1.9,Dingling,3
28506,2016,5,31,17,20.0,321.0,7.0,19.0,600.0,100.0,25.0,1001.2,6.2,0.0,SSW,2.4,Dingling,3
28594,2016,6,4,9,125.0,150.0,17.0,53.0,1200.0,120.0,25.5,997.5,14.0,0.0,SSE,1.3,Dingling,3
28595,2016,6,4,10,122.0,165.0,18.0,42.0,1200.0,161.0,27.0,997.3,14.1,0.0,E,1.9,Dingling,3
28596,2016,6,4,11,134.0,179.0,20.0,45.0,1200.0,190.0,27.8,997.0,14.8,0.0,S,2.5,Dingling,3
28597,2016,6,4,12,138.0,180.0,20.0,38.0,1200.0,234.0,28.4,996.8,14.6,0.0,S,1.7,Dingling,3
28598,2016,6,4,13,125.0,145.0,18.0,37.0,1200.0,245.0,29.9,996.4,10.9,0.0,SSE,3.4,Dingling,3
28650,2016,6,6,17,124.0,147.0,7.0,35.0,1100.0,307.0,29.2,997.7,15.7,0.0,ESE,2.3,Dingling,3
28651,2016,6,6,18,127.0,145.0,6.0,32.0,1100.0,282.0,29.1,997.7,15.6,0.0,SSW,0.9,Dingling,3
28707,2016,6,9,2,136.0,136.0,2.0,34.0,1100.0,97.0,23.6,998.5,18.9,0.0,E,1.5,Dingling,3
28708,2016,6,9,3,163.0,163.0,2.0,34.0,1200.0,118.0,22.4,998.8,18.4,0.0,E,1.9,Dingling,3
28709,2016,6,9,4,170.0,170.0,2.0,34.0,1200.0,96.0,21.9,999.0,17.7,0.0,ESE,1.8,Dingling,3
28710,2016,6,9,5,162.0,162.0,2.0,32.0,1200.0,93.0,22.1,999.1,16.6,0.0,ESE,1.9,Dingling,3
28711,2016,6,9,6,146.0,146.0,2.0,29.0,1100.0,75.0,21.5,999.1,17.5,0.0,W,1.2,Dingling,3
28712,2016,6,9,7,145.0,145.0,2.0,36.0,1200.0,61.0,22.2,999.1,17.6,0.0,WSW,0.8,Dingling,3
28713,2016,6,9,8,175.0,175.0,2.0,43.0,1300.0,63.0,23.1,999.3,17.6,0.0,NW,1.3,Dingling,3
28714,2016,6,9,9,157.0,157.0,5.0,36.0,1200.0,96.0,24.7,998.8,17.9,0.0,E,1.6,Dingling,3
28715,2016,6,9,10,162.0,162.0,6.0,34.0,1200.0,110.0,25.9,998.2,17.8,0.0,E,1.8,Dingling,3
28716,2016,6,9,11,175.0,175.0,9.0,36.0,1400.0,153.0,27.2,997.5,18.5,0.0,SE,2.2,Dingling,3
28717,2016,6,9,12,191.0,191.0,10.0,43.0,1500.0,203.0,28.7,996.3,18.8,0.0,E,2.0,Dingling,3
28718,2016,6,9,13,177.0,177.0,10.0,39.0,1300.0,235.0,31.8,994.8,13.1,0.0,S,4.8,Dingling,3
28975,2016,6,20,6,131.0,161.0,2.0,33.0,1000.0,72.0,23.8,994.3,18.2,0.0,E,0.5,Dingling,3
28976,2016,6,20,7,149.0,207.0,2.0,55.0,1100.0,52.0,25.3,994.5,19.2,0.0,ESE,1.7,Dingling,3
28977,2016,6,20,8,154.0,176.0,2.0,65.0,1200.0,51.0,26.3,994.9,18.9,0.0,E,1.5,Dingling,3
28978,2016,6,20,9,150.0,150.0,6.0,49.0,1100.0,118.0,27.2,994.9,19.3,0.0,ENE,1.3,Dingling,3
28980,2016,6,20,11,142.0,149.0,5.0,43.0,900.0,186.0,29.6,994.1,19.6,0.0,SSE,1.5,Dingling,3
28981,2016,6,20,12,137.0,137.0,5.0,45.0,900.0,224.0,30.7,993.3,20.0,0.0,E,1.9,Dingling,3
29312,2016,7,4,7,176.0,176.0,2.0,33.0,1100.0,440.1368821292776,25.1,999.3,22.2,0.0,ESE,1.7,Dingling,3
29313,2016,7,4,8,221.0,221.0,2.0,26.0,1200.0,438.6768060836502,25.5,999.6,21.6,0.0,E,2.4,Dingling,3
29314,2016,7,4,9,200.0,200.0,3.0,27.0,1200.0,437.2167300380228,27.0,999.7,21.5,0.0,ESE,2.5,Dingling,3
29315,2016,7,4,10,161.0,161.0,5.0,29.0,1300.0,435.7566539923954,28.0,999.6,20.8,0.0,ESE,2.0,Dingling,3
29417,2016,7,8,16,138.0,138.0,5.0,28.0,1500.0,286.82889733840307,31.5,997.0,22.2,0.0,ESE,2.5,Dingling,3
29418,2016,7,8,17,139.0,139.0,6.0,28.0,1700.0,285.3688212927757,32.1,996.3,21.6,0.0,SSE,2.5,Dingling,3
29419,2016,7,8,18,135.0,135.0,5.0,25.0,1400.0,283.9087452471483,31.7,996.2,21.2,0.0,S,3.1,Dingling,3
29650,2016,7,18,9,138.0,138.0,2.0,41.0,1200.0,52.0,25.9,999.4,19.5,0.0,SE,1.8,Dingling,3
29778,2016,7,23,17,149.0,149.0,2.0,19.0,1300.0,253.0,32.4,990.6,26.9,0.0,ESE,2.7,Dingling,3
29779,2016,7,23,18,180.0,180.0,2.0,16.0,1400.0,185.0,31.6,991.1,26.6,0.0,ESE,2.9,Dingling,3
29780,2016,7,23,19,142.0,142.0,2.0,15.0,1200.0,151.0,30.7,991.9,26.6,0.0,E,3.7,Dingling,3
29916,2016,7,29,11,137.0,137.0,2.0,6.0,612.9032258064516,133.0,30.6,996.7,25.0,0.0,SE,1.9,Dingling,3
29917,2016,7,29,12,138.0,138.0,2.0,7.0,618.2795698924731,151.0,31.4,996.6,25.0,0.0,ESE,2.4,Dingling,3
29923,2016,7,29,18,138.0,138.0,2.0,6.0,650.5376344086021,238.0,32.0,995.3,25.6,0.0,ESE,2.8,Dingling,3
29924,2016,7,29,19,144.0,144.0,2.0,11.0,655.9139784946236,236.0,31.4,996.0,26.2,0.0,ESE,2.8,Dingling,3
29925,2016,7,29,20,140.0,140.0,2.0,10.0,661.2903225806451,166.0,30.6,996.4,26.3,0.0,ESE,2.6,Dingling,3
29926,2016,7,29,21,144.0,144.0,2.0,7.0,666.6666666666666,140.0,30.3,997.2,26.2,0.0,E,2.5,Dingling,3
29927,2016,7,29,22,143.0,143.0,2.0,4.0,672.0430107526881,122.0,30.0,997.7,25.7,0.0,ESE,2.5,Dingling,3
29928,2016,7,29,23,144.0,144.0,2.0,3.0,677.4193548387096,132.0,29.8,998.1,25.5,0.0,ESE,2.5,Dingling,3
29931,2016,7,30,2,135.0,135.0,8.0,6.0,693.5483870967741,116.0,28.6,998.3,25.8,0.0,E,2.3,Dingling,3
29938,2016,7,30,9,143.0,143.0,2.0,7.0,731.1827956989247,60.0,27.8,999.7,24.8,0.0,SE,1.5,Dingling,3
29939,2016,7,30,10,152.0,152.0,2.0,9.5,736.5591397849462,68.5,27.9,1000.4,24.7,0.0,S,1.5,Dingling,3
29940,2016,7,30,11,161.0,161.0,2.0,12.0,741.9354838709677,77.0,28.8,1000.1,25.0,0.0,SE,1.9,Dingling,3
29941,2016,7,30,12,161.0,161.0,2.0,10.0,747.3118279569892,113.0,27.9,999.7,25.1,0.0,SSE,1.9,Dingling,3
29942,2016,7,30,13,193.0,193.0,2.0,21.0,752.6881720430107,85.0,28.3,999.6,25.5,0.0,ENE,1.5,Dingling,3
29943,2016,7,30,14,211.0,211.0,2.0,17.0,758.0645161290322,114.0,28.5,998.9,25.5,0.0,WSW,1.0,Dingling,3
29944,2016,7,30,15,215.0,215.0,2.0,17.0,763.4408602150538,97.0,28.4,997.0,25.8,0.0,NNE,1.3,Dingling,3
29945,2016,7,30,16,207.0,207.0,2.0,11.0,768.8172043010752,103.0,28.6,997.4,25.8,0.0,ENE,1.3,Dingling,3
29946,2016,7,30,17,197.0,197.0,2.0,11.0,774.1935483870968,100.0,28.4,998.1,23.1,0.0,SE,2.5,Dingling,3
29947,2016,7,30,18,135.0,135.0,2.0,6.0,779.5698924731182,114.0,27.3,998.9,21.3,0.0,SE,2.5,Dingling,3
30251,2016,8,12,10,149.0,149.0,2.0,10.0,1100.0,54.0,30.6,996.4,26.5,0.0,S,1.7,Dingling,3
31027,2016,9,13,18,140.0,140.0,2.0,33.0,500.0,136.0,25.6,1007.3,18.3,0.0,ESE,1.3,Dingling,3
31043,2016,9,14,10,140.0,140.0,2.0,18.0,100.0,111.0,23.075,1009.0,18.1,0.0,NW,1.4,Dingling,3
31046,2016,9,14,13,112.0,187.0,3.0,27.0,100.0,190.0,27.0,1006.8,19.1,0.0,SSW,1.3,Dingling,3
31088,2016,9,16,7,135.0,135.0,2.0,6.0,1100.0,57.0,20.6,1004.3,18.7,0.0,NE,0.0,Dingling,3
31089,2016,9,16,8,147.0,147.0,2.0,10.0,1200.0,55.0,22.5,1004.5,18.9,0.0,WSW,0.3,Dingling,3
31090,2016,9,16,9,152.0,152.0,2.0,12.0,1200.0,72.0,23.9,1004.5,19.0,0.0,W,0.7,Dingling,3
31091,2016,9,16,10,138.0,138.0,3.0,9.0,1100.0,116.0,25.9,1004.3,19.3,0.0,W,1.2,Dingling,3
31093,2016,9,16,12,140.0,142.0,4.0,7.0,1100.0,162.0,28.2,1003.5,20.2,0.0,S,1.8,Dingling,3
31096,2016,9,16,15,134.0,141.0,6.0,4.0,1200.0,225.0,29.8,1001.8,19.8,0.0,SE,1.8,Dingling,3
31097,2016,9,16,16,141.0,141.0,6.0,6.0,1200.0,242.0,29.8,1001.5,20.6,0.0,E,1.2,Dingling,3
31098,2016,9,16,17,173.0,178.0,6.0,9.0,1400.0,259.0,29.2,1001.6,20.4,0.0,ESE,1.8,Dingling,3
31099,2016,9,16,18,186.0,193.0,5.0,14.0,1500.0,244.0,28.5,1002.3,20.8,0.0,ENE,1.9,Dingling,3
31272,2016,9,23,23,148.0,148.0,2.0,20.0,800.0,163.0,22.9,1003.25,17.6,0.0,NE,0.8,Dingling,3
31290,2016,9,24,17,138.0,138.0,6.0,28.0,1100.0,238.0,26.525,999.0,18.3,0.0,SE,1.5,Dingling,3
31291,2016,9,24,18,135.0,141.0,4.0,24.0,1200.0,171.0,25.625,999.0,18.3,0.0,SE,1.0,Dingling,3
31293,2016,9,24,20,138.0,138.0,3.0,16.0,1100.0,126.0,23.4,1000.8,18.7,0.0,NNE,1.2,Dingling,3
31294,2016,9,24,21,144.0,144.0,3.0,12.0,1100.0,139.0,23.7,1001.4,18.8,0.0,NE,1.5,Dingling,3
31295,2016,9,24,22,145.0,145.0,4.0,11.0,1100.0,153.0,23.3,1001.8,18.8,0.0,WNW,1.1,Dingling,3
31296,2016,9,24,23,160.0,160.0,4.0,15.0,1100.0,154.0,23.1,1002.3,19.3,0.0,NNW,0.6,Dingling,3
31297,2016,9,25,0,152.0,152.0,3.0,10.0,1100.0,129.0,22.6,1002.5,19.6,0.0,NNW,0.8,Dingling,3
31298,2016,9,25,1,151.0,151.0,3.0,9.0,1100.0,99.0,22.0,1003.0,19.5,0.0,NW,1.1,Dingling,3
31299,2016,9,25,2,146.0,146.0,3.0,6.0,1000.0,91.0,20.9,1003.0,18.6,0.0,NW,1.8,Dingling,3
31300,2016,9,25,3,143.0,143.0,3.0,5.0,1000.0,68.0,20.175,1003.0,18.1,0.0,NE,1.1,Dingling,3
31301,2016,9,25,4,142.0,142.0,3.0,4.0,1000.0,64.0,20.2,1003.5,17.9,0.0,NE,1.8,Dingling,3
31302,2016,9,25,5,135.0,135.0,3.0,3.0,1000.0,74.0,19.8,1004.0,17.5,0.0,NE,0.6,Dingling,3
31314,2016,9,25,17,137.0,146.0,6.0,9.0,1600.0,122.0,23.875,1005.0,18.1,0.0,SW,0.6,Dingling,3
31315,2016,9,25,18,143.0,143.0,5.0,9.0,1700.0,116.0,23.6,1005.0,18.3,0.0,SW,0.6,Dingling,3
31316,2016,9,25,19,148.0,148.0,5.0,18.0,1800.0,83.0,23.28571428571429,1005.1428571428572,18.314285714285717,0.0,NE,0.7,Dingling,3
31317,2016,9,25,20,152.0,152.0,4.0,17.0,1800.0,61.0,22.97142857142857,1005.2857142857144,18.32857142857143,0.0,NE,0.7999999999999999,Dingling,3
31318,2016,9,25,21,154.0,154.0,4.0,12.0,1900.0,66.0,22.65714285714286,1005.4285714285714,18.34285714285714,0.0,NE,0.8999999999999999,Dingling,3
31319,2016,9,25,22,145.0,145.0,5.0,10.0,1600.0,96.0,22.34285714285714,1005.5714285714286,18.357142857142858,0.0,NE,1.0,Dingling,3
31452,2016,10,1,11,148.0,155.0,2.0,36.0,1100.0,127.0,21.1,1006.1,11.7,0.0,ESE,1.7,Dingling,3
31453,2016,10,1,12,156.0,184.0,2.0,33.0,1200.0,156.0,22.1,1005.5,12.4,0.0,SE,1.9,Dingling,3
31454,2016,10,1,13,160.0,185.0,2.0,34.0,1200.0,172.0,22.8,1004.9,12.1,0.0,SE,2.0,Dingling,3
31455,2016,10,1,14,154.0,164.0,5.0,28.0,1200.0,215.0,23.3,1004.6,12.0,0.0,SSE,1.9,Dingling,3
31456,2016,10,1,15,172.0,189.0,6.0,39.0,1300.0,234.0,23.6,1004.4,12.3,0.0,SSE,1.6,Dingling,3
31457,2016,10,1,16,188.0,210.0,3.0,50.0,1500.0,213.0,23.1,1004.3,12.7,0.0,ESE,1.9,Dingling,3
31458,2016,10,1,17,208.0,232.0,2.0,64.0,1600.0,174.0,22.7,1004.5,12.9,0.0,ESE,1.2,Dingling,3
31459,2016,10,1,18,194.0,212.0,2.0,53.0,1600.0,121.0,22.0,1004.9,12.8,0.0,E,1.6,Dingling,3
31460,2016,10,1,19,192.0,192.0,2.0,47.0,1500.0,111.0,20.3,1005.4,13.3,0.0,N,1.0,Dingling,3
31461,2016,10,1,20,192.0,192.0,2.0,38.0,1400.0,110.0,19.3,1006.0,12.6,0.0,NNE,0.9,Dingling,3
31462,2016,10,1,21,193.0,193.0,2.0,33.0,1400.0,95.0,18.6,1006.5,12.8,0.0,WSW,0.7,Dingling,3
31463,2016,10,1,22,200.0,200.0,2.0,29.0,1400.0,106.0,18.2,1006.7,12.9,0.0,NW,1.6,Dingling,3
31464,2016,10,1,23,201.0,201.0,2.0,27.0,1400.0,114.0,18.1,1006.9,12.5,0.0,WNW,0.9,Dingling,3
31465,2016,10,2,0,195.0,195.0,2.0,23.0,1300.0,95.0,17.8,1006.9,12.9,0.0,NW,1.1,Dingling,3
31466,2016,10,2,1,195.0,195.0,2.0,22.0,1300.0,76.0,17.4,1006.9,12.9,0.0,ESE,0.4,Dingling,3
31467,2016,10,2,2,183.0,183.0,2.0,20.0,1300.0,60.0,16.7,1006.4,12.4,0.0,NNW,1.1,Dingling,3
31468,2016,10,2,3,171.0,171.0,2.0,20.0,1100.0,58.0,16.0,1006.2,12.5,0.0,NNW,0.7,Dingling,3
31469,2016,10,2,4,166.0,166.0,2.0,17.0,1100.0,49.0,15.7,1006.1,12.6,0.0,N,0.7,Dingling,3
31470,2016,10,2,5,161.0,161.0,2.0,17.0,1100.0,47.0,15.2,1005.7,11.8,0.0,NW,1.4,Dingling,3
31471,2016,10,2,6,160.0,160.0,2.0,18.0,1100.0,51.0,15.5,1005.6,11.1,0.0,NNW,1.5,Dingling,3
31472,2016,10,2,7,161.0,161.0,2.0,21.0,1100.0,49.0,16.0,1006.1,11.6,0.0,E,0.8,Dingling,3
31473,2016,10,2,8,176.0,176.0,2.0,64.0,1200.0,21.0,16.4,1006.0,12.4,0.0,NE,0.7,Dingling,3
31474,2016,10,2,9,161.0,161.0,2.0,37.0,1200.0,47.0,16.8,1006.1,12.7,0.0,NNW,0.8,Dingling,3
31475,2016,10,2,10,166.0,166.0,2.0,25.0,1200.0,69.0,17.0,1005.9,14.3,0.0,N,1.6,Dingling,3
31476,2016,10,2,11,168.0,168.0,2.0,19.0,1200.0,115.0,21.1,1005.2,13.0,0.0,SE,1.1,Dingling,3
31477,2016,10,2,12,168.0,168.0,2.0,21.0,1200.0,161.0,22.9,1004.2,11.9,0.0,NW,1.0,Dingling,3
31478,2016,10,2,13,157.0,157.0,2.0,19.0,1100.0,178.0,23.4,1003.4,12.1,0.0,SSE,2.4,Dingling,3
31479,2016,10,2,14,165.0,165.0,2.0,23.0,1100.0,188.0,23.5,1002.6,12.2,0.0,S,2.3,Dingling,3
31480,2016,10,2,15,152.0,152.0,2.0,21.0,1000.0,187.0,23.3,1002.0,11.4,0.0,SE,1.9,Dingling,3
31481,2016,10,2,16,135.0,135.0,2.0,20.0,1000.0,189.0,23.3,1001.5,12.0,0.0,ESE,1.7,Dingling,3
31482,2016,10,2,17,146.0,157.0,2.0,25.0,1100.0,176.0,22.8,1001.2,12.4,0.0,ESE,1.1,Dingling,3
31483,2016,10,2,18,142.0,154.0,2.0,23.0,1000.0,128.0,20.9,1001.2,13.3,0.0,NE,0.6,Dingling,3
31484,2016,10,2,19,144.0,144.0,2.0,23.0,1000.0,120.0,19.5,1001.1,13.4,0.0,NW,1.2,Dingling,3
31485,2016,10,2,20,153.0,153.0,2.0,21.0,1000.0,110.0,18.3,1000.9,13.6,0.0,NW,1.4,Dingling,3
31486,2016,10,2,21,157.0,157.0,2.0,23.0,1000.0,86.0,18.0,1000.6,13.9,0.0,N,1.5,Dingling,3
31487,2016,10,2,22,163.0,163.0,2.0,23.0,1000.0,72.0,18.3,1000.5,14.2,0.0,WNW,0.7,Dingling,3
31488,2016,10,2,23,172.0,172.0,2.0,24.0,1100.0,79.0,18.2,1000.5,14.5,0.0,W,1.2,Dingling,3
31489,2016,10,3,0,180.0,180.0,2.0,33.0,1000.0,52.0,17.7,1000.4,14.6,0.0,NW,1.0,Dingling,3
31490,2016,10,3,1,184.0,184.0,2.0,26.0,1100.0,69.0,18.0,1000.3,15.3,0.0,E,0.8,Dingling,3
31491,2016,10,3,2,192.0,192.0,2.0,33.0,1200.0,57.0,17.9,1000.1,15.2,0.0,W,0.9,Dingling,3
31492,2016,10,3,3,178.0,178.0,2.0,30.0,1200.0,26.0,18.2,1000.2,15.6,0.0,NNW,1.4,Dingling,3
31493,2016,10,3,4,178.0,178.0,2.0,30.0,1200.0,17.0,18.3,1000.4,15.9,0.0,WNW,0.9,Dingling,3
31494,2016,10,3,5,167.0,167.0,2.0,39.0,1200.0,2.0,17.8,1000.3,15.8,0.0,NNW,0.8,Dingling,3
31495,2016,10,3,6,157.0,157.0,2.0,34.0,1100.0,2.0,17.4,1001.2,15.7,0.0,NNW,1.3,Dingling,3
31496,2016,10,3,7,147.0,147.0,2.0,26.0,1100.0,6.0,17.1,1001.5,16.1,0.0,NW,1.0,Dingling,3
31497,2016,10,3,8,165.0,165.0,2.0,25.0,1100.0,25.0,18.6,1001.8,16.6,0.0,NW,0.7,Dingling,3
31498,2016,10,3,9,175.0,175.0,2.0,27.0,1100.0,47.0,21.3,1002.3,16.3,0.0,WNW,1.5,Dingling,3
31499,2016,10,3,10,157.0,157.0,2.0,23.0,900.0,99.0,24.4,1002.2,16.1,0.0,NW,1.2,Dingling,3
31513,2016,10,4,0,160.0,211.0,2.0,41.0,1300.0,70.0,21.5,1006.2,14.4,0.0,ESE,5.0,Dingling,3
